,ID,task,block,trial,fiksacja3,fiksacja3_dur,fiksacja,fiksacja_dur,stimulus_type,stimulus,duration_type,duration,maska,maska_dur,fiksacja2,fiksacja2_dur,beh_response,response_dur,button,accuracy,accuracy_RT,pas_response,pas_response_dur,PAS,PAS_RT
0,dc1_01,low,1,2,12.0558,3.0095,15.0653,1.7399,sn3,16.8052,dur2,0.047,16.8522,0.2469,17.0991,2.0102,19.1211,1.5165,54.0,0.0,262.4,20.6494,1.4459,4.0,499.2
1,dc1_01,low,1,4,31.1591,2.0103,33.1694,1.7399,mn7,34.9093,dur1,0.0117,34.921,0.2469,35.1679,2.0103,37.1899,1.5165,54.0,0.0,510.0,38.7182,1.4812,4.0,397.6
2,dc1_01,low,1,5,40.2112,2.0102,42.2214,1.7399,sc1,43.9613,dur2,0.047,44.0083,0.2469,44.2552,2.0103,46.2772,1.5165,44.0,1.0,457.1,47.8055,1.446,4.0,479.4
3,dc1_01,low,1,6,49.2632,1.011,50.2742,1.7399,mn7,52.0141,dur2,0.047,52.0611,0.2469,52.308,6.0073,58.327,1.5165,54.0,0.0,1453.6,59.8553,1.446,4.0,1358.9
4,dc1_01,low,1,7,61.313,1.011,62.324,1.7399,mc1,64.0639,dur3,0.0823,64.1462,0.2469,64.3931,2.0102,66.4151,1.5165,54.0,1.0,1153.3,67.9433,1.4108,4.0,195.3
5,dc1_01,low,1,8,69.3658,2.0103,71.3761,1.7399,sc9,73.116,dur1,0.0117,73.1277,0.2469,73.3746,4.0087,77.3951,1.5165,44.0,1.0,279.4,78.9234,1.4812,1.0,255.6
6,dc1_01,low,1,9,80.4164,3.0095,83.4259,1.7399,sc1,85.1658,dur1,0.0117,85.1775,0.2469,85.4244,2.0102,87.4464,1.5165,44.0,1.0,285.1,88.9747,1.4812,1.0,192.0
7,dc1_01,low,1,11,99.5197,3.0095,102.5292,1.7399,sc7,104.2691,dur1,0.0117,104.2808,0.2469,104.5277,2.0103,106.5497,1.5165,51.0,0.0,297.2,108.078,1.4812,3.0,252.1
8,dc1_01,low,1,12,109.571,1.011,110.582,1.7399,sc3,112.3219,dur2,0.047,112.3689,0.2469,112.6158,6.0072,118.6348,1.5165,44.0,1.0,362.3,120.1631,1.4459,2.0,259.5
9,dc1_01,low,1,13,121.6208,1.011,122.6318,1.7399,sn3,124.3717,dur1,0.0117,124.3834,0.2469,124.6303,2.0103,126.6523,1.5165,41.0,1.0,450.6,128.1806,1.4812,1.0,231.7
10,dc1_01,low,1,14,129.6736,2.0103,131.6839,1.7398,mc1,133.4237,dur1,0.0118,133.4355,0.2469,133.6824,6.0072,139.7014,1.5165,44.0,1.0,511.9,141.2297,1.4812,2.0,933.1
11,dc1_01,low,1,15,142.7226,2.0103,144.7329,1.7399,sn9,146.4728,dur4,0.1528,146.6256,0.2469,146.8725,2.0102,148.8945,1.5165,41.0,1.0,375.3,150.4228,1.3401,4.0,249.2
12,dc1_01,low,1,16,151.7629,1.011,152.7739,1.7399,mc7,154.5138,dur2,0.047,154.5608,0.2469,154.8077,4.0088,158.8282,1.5165,44.0,1.0,325.2,160.3565,1.3402,1.0,254.6
13,dc1_01,low,1,17,161.6967,3.0095,164.7062,1.7399,mc7,166.4461,dur1,0.0117,166.4578,0.2469,166.7047,2.0103,168.7267,1.5165,44.0,1.0,315.0,170.255,1.3401,1.0,221.3
14,dc1_01,low,1,19,180.4944,1.011,181.5054,1.7398,sn3,183.2452,dur3,0.0823,183.3275,0.2469,183.5744,2.0103,185.5964,1.5165,41.0,1.0,314.1,187.1247,1.3402,3.0,333.7
15,dc1_01,low,1,20,188.4649,1.011,189.4759,1.7399,mc3,191.2158,dur4,0.1528,191.3686,0.2468,191.6154,2.0103,193.6375,1.5165,44.0,1.0,372.6,195.1657,1.3402,4.0,262.4
16,dc1_01,low,1,21,196.5059,2.0103,198.5162,1.7398,mn3,200.256,dur1,0.0118,200.2678,0.2469,200.5147,2.0102,202.5367,1.5165,41.0,1.0,443.3,204.0649,1.3402,1.0,225.7
17,dc1_01,low,1,22,205.4051,1.011,206.4161,1.7399,mn1,208.156,dur1,0.0118,208.1678,0.2468,208.4146,2.0103,210.4366,1.5166,54.0,0.0,570.4,211.9649,1.3402,2.0,345.3
18,dc1_01,low,1,24,227.2006,3.0095,230.2101,1.7398,mc1,231.9499,dur2,0.0471,231.997,0.2468,232.2438,2.0103,234.2659,1.5165,44.0,1.0,494.6,235.7941,1.3402,1.0,349.3
19,dc1_01,low,1,25,237.1343,2.0103,239.1446,1.7398,mc7,240.8844,dur4,0.1529,241.0373,0.2468,241.2841,2.0103,243.3062,1.5165,44.0,1.0,304.2,244.8344,1.3402,4.0,338.4
20,dc1_01,low,1,26,246.1746,3.0095,249.1841,1.7399,sn1,250.924,dur4,0.1528,251.0768,0.2469,251.3237,2.0102,253.3457,1.5165,41.0,1.0,291.8,254.874,1.3401,4.0,293.2
21,dc1_01,low,1,29,277.0103,3.0095,280.0198,1.7399,sc7,281.7597,dur2,0.047,281.8067,0.2469,282.0536,2.0103,284.0756,1.5165,44.0,1.0,234.1,285.6039,1.3402,3.0,390.6
22,dc1_01,low,1,30,286.9441,2.0102,288.9543,1.7399,mn3,290.6942,dur2,0.047,290.7412,0.2469,290.9881,2.0103,293.0101,1.5165,41.0,1.0,460.2,294.5384,1.3401,2.0,649.2
23,dc1_01,low,1,31,295.8785,1.0111,296.8896,1.7398,mn9,298.6294,dur1,0.0118,298.6412,0.2469,298.8881,2.0102,300.9101,1.5165,41.0,1.0,486.8,302.4383,1.3402,2.0,283.0
24,dc1_01,low,1,32,303.7785,3.0095,306.788,1.7399,mc9,308.5279,dur4,0.1528,308.6807,0.2469,308.9276,2.0103,310.9496,1.5165,44.0,1.0,197.4,312.4779,1.3402,4.0,496.1
25,dc1_01,low,1,33,313.8181,3.0095,316.8276,1.7398,sc9,318.5674,dur2,0.0471,318.6145,0.2468,318.8613,2.0103,320.8834,1.5165,51.0,0.0,339.6,322.4116,1.3402,1.0,243.5
26,dc1_01,low,1,35,333.6503,2.0102,335.6605,1.7399,mn9,337.4004,dur2,0.047,337.4474,0.2469,337.6943,2.0103,339.7163,1.5165,41.0,1.0,356.6,341.2446,1.3401,2.0,269.0
27,dc1_01,low,1,36,342.5847,1.0111,343.5958,1.7398,sn7,345.3356,dur4,0.1529,345.4885,0.2468,345.7353,2.0103,347.7573,1.5166,41.0,1.0,267.9,349.2856,1.3402,4.0,197.1
28,dc1_01,low,1,37,350.6258,3.0095,353.6353,1.7399,sc3,355.3752,dur1,0.0117,355.3869,0.2469,355.6338,6.0073,361.6528,1.5165,51.0,0.0,432.9,363.1811,1.3402,1.0,342.2
29,dc1_01,low,1,38,364.5213,2.0102,366.5315,1.7399,mc9,368.2714,dur1,0.0118,368.2832,0.2468,368.53,2.0103,370.552,1.5165,44.0,1.0,341.8,372.0803,1.3402,1.0,282.3
30,dc1_01,low,1,39,373.4205,2.0102,375.4307,1.7399,sc1,377.1706,dur3,0.0823,377.2529,0.2469,377.4998,4.0087,381.5203,1.5165,44.0,1.0,228.3,383.0486,1.3401,1.0,259.6
31,dc1_01,low,1,40,384.3887,3.0096,387.3983,1.7398,mc9,389.1381,dur3,0.0823,389.2204,0.2469,389.4673,2.0102,391.4893,1.5165,44.0,1.0,319.3,393.0176,1.3401,4.0,803.5
32,dc1_01,low,1,41,394.3577,1.0111,395.3688,1.7398,sn9,397.1086,dur2,0.047,397.1556,0.2469,397.4025,2.0103,399.4245,1.5166,41.0,1.0,285.0,400.9528,1.3402,1.0,451.2
33,dc1_01,low,1,42,402.293,3.0095,405.3025,1.7399,sn7,407.0424,dur2,0.047,407.0894,0.2469,407.3363,2.0102,409.3583,1.5165,41.0,1.0,301.8,410.8865,1.3402,3.0,383.7
34,dc1_01,low,1,44,422.1252,2.0102,424.1354,1.7399,mn3,425.8753,dur4,0.1528,426.0281,0.2469,426.275,6.0073,432.294,1.5166,51.0,1.0,1372.5,433.8223,1.3402,4.0,658.9
35,dc1_01,low,1,47,452.9609,2.0103,454.9712,1.7399,mn1,456.7111,dur3,0.0822,456.7933,0.2469,457.0402,6.0073,463.0592,1.5166,41.0,1.0,365.4,464.5875,1.3402,1.0,301.8
36,dc1_01,low,1,48,465.9277,2.0102,467.9379,1.7399,mn1,469.6778,dur2,0.047,469.7248,0.2469,469.9717,2.0103,471.9937,1.5165,54.0,0.0,437.7,473.522,1.3402,1.0,801.9
37,dc1_01,low,1,49,474.8622,3.0095,477.8717,1.7399,sc1,479.6116,dur4,0.1528,479.7644,0.2469,480.0113,4.0087,484.0318,1.5165,44.0,1.0,310.3,485.56,1.3402,4.0,195.2
38,dc1_01,low,1,50,486.9002,3.0095,489.9097,1.7399,sn7,491.6496,dur3,0.0823,491.7319,0.2469,491.9788,2.0102,494.0008,1.5165,41.0,1.0,437.6,495.529,1.3402,3.0,625.0
39,dc1_01,low,1,51,496.8692,3.0095,499.8787,1.7399,mc3,501.6186,dur2,0.047,501.6656,0.2469,501.9125,2.0103,503.9345,1.5165,44.0,1.0,320.2,505.4628,1.3402,4.0,865.4
40,dc1_01,low,1,52,506.803,2.0102,508.8132,1.7399,sn1,510.5531,dur2,0.047,510.6001,0.2469,510.847,2.0102,512.869,1.5165,54.0,0.0,595.2,514.3973,1.3401,4.0,599.0
41,dc1_01,low,1,53,515.7374,3.0096,518.747,1.7398,sn9,520.4868,dur3,0.0823,520.5691,0.2469,520.816,4.0088,524.8365,1.5165,54.0,0.0,702.0,526.3648,1.3401,1.0,550.4
42,dc1_01,low,1,54,527.7049,2.0103,529.7152,1.7399,sc3,531.4551,dur4,0.1528,531.6079,0.2469,531.8548,2.0102,533.8768,1.5165,44.0,1.0,582.9,535.4051,1.3401,4.0,748.3
43,dc1_01,low,1,55,536.7452,1.011,537.7562,1.7399,mc7,539.4961,dur3,0.0823,539.5784,0.2469,539.8253,2.0102,541.8473,1.5165,44.0,1.0,301.0,543.3756,1.3401,3.0,336.1
44,dc1_01,low,1,56,544.7157,2.0103,546.726,1.7399,mn9,548.4659,dur3,0.0823,548.5482,0.2468,548.795,2.0103,550.8171,1.5165,41.0,1.0,529.6,552.3453,1.3402,2.0,273.1
45,dc1_01,low,1,57,553.6855,1.011,554.6965,1.7399,mn7,556.4364,dur4,0.1528,556.5892,0.2469,556.8361,4.0087,560.8566,1.5165,41.0,1.0,445.0,562.3849,1.3401,3.0,282.2
46,dc1_01,low,1,58,563.725,1.011,564.736,1.7399,sc7,566.4759,dur4,0.1528,566.6287,0.2469,566.8756,2.0103,568.8976,1.5165,44.0,1.0,231.9,570.4259,1.3402,4.0,586.6
47,dc1_01,low,1,60,581.6645,3.0096,584.6741,1.7398,mn1,586.4139,dur4,0.1528,586.5667,0.2469,586.8136,6.0073,592.8326,1.5166,41.0,1.0,483.6,594.3609,1.3402,3.0,360.7
48,dc1_01,low,1,61,595.7011,2.0103,597.7114,1.7398,mn9,599.4512,dur4,0.1528,599.604,0.2469,599.8509,2.0103,601.8729,1.5165,41.0,1.0,427.2,603.4012,1.3402,3.0,347.0
49,dc1_01,low,1,62,604.7414,3.0095,607.7509,1.7399,sn3,609.4908,dur4,0.1528,609.6436,0.2469,609.8905,2.0102,611.9125,1.5165,41.0,1.0,332.7,613.4407,1.3402,4.0,684.1
50,dc1_01,low,1,63,614.7809,1.011,615.7919,1.7399,sn1,617.5318,dur1,0.0118,617.5436,0.2468,617.7904,2.0103,619.8124,1.5166,54.0,0.0,269.1,621.3407,1.3402,1.0,503.2
51,dc1_01,low,1,64,622.6809,3.0095,625.6904,1.7399,mc9,627.4303,dur2,0.047,627.4773,0.2469,627.7242,2.0102,629.7462,1.5165,51.0,0.0,407.1,631.2745,1.3401,2.0,592.6
52,dc1_01,low,1,65,632.6146,2.0103,634.6249,1.7399,sc7,636.3648,dur3,0.0822,636.447,0.2469,636.6939,2.0103,638.7159,1.5165,44.0,1.0,268.2,640.2442,1.3402,2.0,611.0
53,dc1_01,low,1,66,641.5844,1.011,642.5954,1.7399,mn7,644.3353,dur3,0.0823,644.4176,0.2468,644.6644,2.0103,646.6864,1.5165,41.0,1.0,693.0,648.2147,1.3402,1.0,246.5
54,dc1_01,low,1,68,657.4548,3.0096,660.4644,1.7398,mc1,662.2042,dur4,0.1529,662.3571,0.2468,662.6039,2.0103,664.6259,1.5166,44.0,1.0,332.1,666.1542,1.3402,4.0,592.2
55,dc1_01,low,1,69,667.4944,1.011,668.5054,1.7399,sn1,670.2453,dur3,0.0823,670.3276,0.2468,670.5744,4.0088,674.595,1.5165,54.0,0.0,487.9,676.1232,1.3402,4.0,876.0
56,dc1_01,low,1,71,685.3634,2.0102,687.3736,1.7399,mc3,689.1135,dur1,0.0117,689.1252,0.2469,689.3721,2.0103,691.3941,1.5165,44.0,1.0,462.9,692.9224,1.3402,4.0,406.6
57,dc1_01,low,1,74,714.0595,2.0103,716.0698,1.7398,sc9,717.8096,dur4,0.1529,717.9625,0.2469,718.2094,2.0102,720.2314,1.5165,44.0,1.0,282.0,721.7596,1.3402,4.0,193.3
58,dc1_01,low,1,75,723.0998,2.0103,725.1101,1.7398,mn3,726.8499,dur3,0.0823,726.9322,0.2469,727.1791,2.0103,729.2011,1.5165,41.0,1.0,435.5,730.7294,1.3402,1.0,391.6
59,dc1_01,low,1,77,739.9695,3.0095,742.979,1.7399,mc3,744.7189,dur3,0.0823,744.8012,0.2469,745.0481,2.0102,747.0701,1.5165,44.0,1.0,345.8,748.5984,1.3401,4.0,230.2
60,dc1_01,low,1,78,749.9385,2.0103,751.9488,1.7399,sn9,753.6887,dur1,0.0117,753.7004,0.2469,753.9473,2.0103,755.9693,1.5165,41.0,1.0,334.9,757.4976,1.3401,1.0,196.0
61,dc1_01,low,1,79,758.8377,3.0096,761.8473,1.7398,sc9,763.5871,dur3,0.0823,763.6694,0.2469,763.9163,2.0103,765.9383,1.5165,44.0,1.0,220.5,767.4666,1.3402,1.0,289.9
62,dc1_01,low,1,80,768.8068,2.0102,770.817,1.7399,sc3,772.5569,dur3,0.0823,772.6392,0.2468,772.886,2.0103,774.9081,1.5165,44.0,1.0,296.5,776.4363,2.0232,2.0,311.8
63,dc1_01,low,2,1,0.0092,2.0103,2.0195,1.7398,sn1,3.7593,dur4,0.1529,3.9122,0.2468,4.159,2.0103,6.181,1.5166,41.0,1.0,311.0,7.7093,1.3402,4.0,234.4
64,dc1_01,low,2,3,21.9457,1.011,22.9567,1.7399,mn3,24.6966,dur2,0.047,24.7436,0.2469,24.9905,2.0102,27.0125,1.5165,54.0,0.0,575.4,28.5408,1.3401,4.0,538.9
65,dc1_01,low,2,4,29.8809,3.0096,32.8905,1.7398,mc9,34.6303,dur1,0.0118,34.6421,0.2469,34.889,2.0102,36.911,1.5165,51.0,0.0,561.5,38.4392,1.3402,4.0,842.6
66,dc1_01,low,2,5,39.7794,3.0095,42.7889,1.7399,mn9,44.5288,dur4,0.1528,44.6816,0.2469,44.9285,2.0103,46.9505,1.5165,41.0,1.0,268.6,48.4788,1.3402,4.0,152.4
67,dc1_01,low,2,7,57.7189,2.0103,59.7292,1.7399,mn3,61.4691,dur4,0.1528,61.6219,0.2469,61.8688,6.0072,67.8878,1.5165,41.0,1.0,432.5,69.4161,1.3401,4.0,229.3
68,dc1_01,low,2,8,70.7562,2.0103,72.7665,1.7399,mn1,74.5064,dur2,0.047,74.5534,0.2469,74.8003,2.0102,76.8223,1.5165,54.0,0.0,595.9,78.3505,1.3402,1.0,293.9
69,dc1_01,low,2,9,79.6907,3.0095,82.7002,1.7399,sc7,84.4401,dur4,0.1528,84.5929,0.2469,84.8398,2.0102,86.8618,1.5165,44.0,1.0,284.0,88.3901,1.3401,4.0,307.7
70,dc1_01,low,2,11,97.6302,2.0103,99.6405,1.7398,mc1,101.3803,dur3,0.0823,101.4626,0.2469,101.7095,2.0103,103.7315,1.5165,54.0,1.0,974.2,105.2598,1.3402,4.0,312.0
71,dc1_01,low,2,12,106.6,2.0102,108.6102,1.7399,sc1,110.3501,dur4,0.1528,110.5029,0.2469,110.7498,2.0103,112.7718,1.5165,44.0,1.0,306.2,114.3001,1.3402,3.0,249.7
72,dc1_01,low,2,13,115.6403,3.0095,118.6498,1.7398,sn1,120.3896,dur1,0.0118,120.4014,0.2469,120.6483,2.0102,122.6703,1.5165,54.0,0.0,1094.7,124.1986,1.3401,4.0,780.0
73,dc1_01,low,2,15,134.579,3.0095,137.5885,1.7399,sn9,139.3284,dur4,0.1528,139.4812,0.2469,139.7281,2.0103,141.7501,1.5165,41.0,1.0,379.6,143.2784,1.3402,4.0,235.4
74,dc1_01,low,2,16,144.6186,2.0102,146.6288,1.7399,sc7,148.3687,dur2,0.047,148.4157,0.2469,148.6626,2.0102,150.6846,1.5165,51.0,0.0,374.1,152.2129,1.3401,1.0,280.4
75,dc1_01,low,2,17,153.553,2.0103,155.5633,1.7399,sn9,157.3032,dur1,0.0117,157.3149,0.2469,157.5618,4.0088,161.5823,1.5165,41.0,1.0,599.5,163.1106,1.3402,1.0,1116.5
76,dc1_01,low,2,19,176.4888,2.0103,178.4991,1.7398,sc9,180.2389,dur2,0.0471,180.286,0.2468,180.5328,2.0103,182.5549,1.5165,51.0,0.0,581.5,184.0831,1.3402,1.0,182.5
77,dc1_01,low,2,21,194.3225,1.011,195.3335,1.7399,mc7,197.0734,dur4,0.1528,197.2262,0.2469,197.4731,2.0103,199.4951,1.5165,44.0,1.0,272.6,201.0234,1.3402,4.0,555.5
78,dc1_01,low,2,23,212.2973,2.0102,214.3075,1.7399,mn9,216.0474,dur3,0.0823,216.1297,0.2469,216.3766,2.0102,218.3986,1.5165,54.0,0.0,370.7,219.9269,1.3401,2.0,691.0
79,dc1_01,low,2,24,221.267,3.0095,224.2765,1.7399,mn3,226.0164,dur1,0.0118,226.0282,0.2469,226.2751,4.0087,230.2956,1.5165,54.0,0.0,287.4,231.8238,1.3402,4.0,502.7
80,dc1_01,low,2,26,244.0617,1.011,245.0727,1.7399,sn7,246.8126,dur3,0.0823,246.8949,0.2469,247.1418,2.0102,249.1638,1.5165,54.0,0.0,512.1,250.6921,1.3401,4.0,852.0
81,dc1_01,low,2,27,252.0322,1.011,253.0432,1.7399,mc3,254.7831,dur3,0.0823,254.8654,0.2469,255.1123,6.0073,261.1313,1.5165,44.0,1.0,397.2,262.6596,1.3401,3.0,538.0
82,dc1_01,low,2,28,263.9997,3.0096,267.0093,1.7398,sc1,268.7491,dur3,0.0823,268.8314,0.2469,269.0783,2.0103,271.1003,1.5165,51.0,0.0,420.8,272.6286,1.3401,1.0,402.9
83,dc1_01,low,2,29,273.9687,1.0111,274.9798,1.7398,mc7,276.7196,dur2,0.0471,276.7667,0.2468,277.0135,2.0103,279.0355,1.5166,51.0,0.0,325.8,280.5638,1.3402,1.0,491.4
84,dc1_01,low,2,30,281.904,1.011,282.915,1.7399,sn3,284.6549,dur4,0.1528,284.8077,0.2469,285.0546,6.0072,291.0736,1.5165,41.0,1.0,304.0,292.6019,1.3401,4.0,254.6
85,dc1_01,low,2,32,301.9125,3.0095,304.922,1.7399,mn9,306.6619,dur2,0.047,306.7089,0.2469,306.9558,2.0103,308.9778,1.5165,54.0,1.0,601.3,310.5061,1.3402,4.0,403.0
86,dc1_01,low,2,33,311.8463,1.011,312.8573,1.7398,sn1,314.5971,dur3,0.0823,314.6794,0.2469,314.9263,4.0088,318.9468,1.5165,54.0,0.0,1084.9,320.4751,1.3402,4.0,819.4
87,dc1_01,low,2,34,321.8153,2.0102,323.8255,1.7399,sn3,325.5654,dur2,0.047,325.6124,0.2469,325.8593,2.0103,327.8813,1.5165,54.0,0.0,1276.2,329.4096,1.3402,4.0,679.9
88,dc1_01,low,2,36,339.649,3.0095,342.6585,1.7399,mc3,344.3984,dur1,0.0117,344.4101,0.2469,344.657,2.0102,346.679,1.5165,44.0,1.0,345.2,348.2073,1.3401,1.0,301.2
89,dc1_01,low,2,37,349.5474,3.0096,352.557,1.7398,sn3,354.2968,dur1,0.0118,354.3086,0.2469,354.5555,4.0087,358.576,1.5165,41.0,1.0,254.9,360.1042,1.3402,1.0,151.3
90,dc1_01,low,2,38,361.4444,3.0095,364.4539,1.7399,sc7,366.1938,dur1,0.0117,366.2055,0.2469,366.4524,2.0103,368.4745,1.5165,51.0,0.0,380.0,370.0027,1.3402,2.0,428.1
91,dc1_01,low,2,39,371.3429,3.0095,374.3524,1.7399,sn3,376.0923,dur3,0.0823,376.1746,0.2468,376.4214,2.0103,378.4435,1.5165,41.0,1.0,417.6,379.9717,1.3402,2.0,200.4
92,dc1_01,low,2,41,394.2081,2.0103,396.2184,1.7399,sc1,397.9583,dur1,0.0117,397.97,0.2469,398.2169,2.0102,400.2389,1.5165,51.0,0.0,890.6,401.7672,1.3401,1.0,241.1
93,dc1_01,low,2,42,403.1073,3.0095,406.1168,1.7399,mn3,407.8567,dur3,0.0823,407.939,0.2469,408.1859,2.0102,410.2079,1.5165,41.0,1.0,1411.4,411.7362,1.3401,2.0,450.4
94,dc1_01,low,2,43,413.0763,2.0103,415.0866,1.7399,mc1,416.8265,dur1,0.0117,416.8382,0.2469,417.0851,2.0103,419.1071,1.5165,44.0,1.0,567.5,420.6354,1.3402,2.0,748.3
95,dc1_01,low,2,45,430.8748,1.011,431.8858,1.7399,mc9,433.6257,dur4,0.1528,433.7785,0.2469,434.0254,4.0087,438.0459,1.5165,44.0,1.0,334.0,439.5741,1.3402,4.0,604.8
96,dc1_01,low,2,46,440.9143,1.011,441.9253,1.7399,sn7,443.6652,dur1,0.0118,443.677,0.2468,443.9238,2.0103,445.9458,1.5166,41.0,1.0,288.0,447.4741,1.3402,1.0,54.3
97,dc1_01,low,2,47,448.8143,1.011,449.8253,1.7399,sc9,451.5652,dur3,0.0823,451.6475,0.2468,451.8943,2.0103,453.9163,1.5166,44.0,1.0,208.8,455.4446,1.3402,4.0,604.8
98,dc1_01,low,2,52,493.6278,2.0102,495.638,1.7399,mc1,497.3779,dur4,0.1528,497.5307,0.2469,497.7776,6.0073,503.7966,1.5166,44.0,1.0,317.6,505.3249,1.3402,4.0,179.2
99,dc1_01,low,2,54,518.5621,2.0102,520.5723,1.7399,sc9,522.3122,dur1,0.0117,522.3239,0.2469,522.5708,6.0073,528.5898,1.5165,44.0,1.0,291.3,530.1181,1.3402,1.0,265.2
100,dc1_01,low,2,55,531.4583,3.0095,534.4678,1.7399,mn1,536.2077,dur4,0.1528,536.3605,0.2469,536.6074,2.0102,538.6294,1.5165,41.0,1.0,313.9,540.1576,1.3402,2.0,198.7
101,dc1_01,low,2,56,541.4978,2.0103,543.5081,1.7399,sn9,545.248,dur3,0.0822,545.3302,0.2469,545.5771,6.0073,551.5961,1.5165,41.0,1.0,388.9,553.1244,1.3402,4.0,315.9
102,dc1_01,low,2,57,554.4646,2.0102,556.4748,1.7399,mn1,558.2147,dur1,0.0118,558.2265,0.2468,558.4733,2.0103,560.4954,1.5165,41.0,1.0,315.6,562.0236,1.3402,2.0,225.6
103,dc1_01,low,2,59,571.2638,1.011,572.2748,1.7398,sc3,574.0146,dur2,0.0471,574.0617,0.2468,574.3085,6.0073,580.3276,1.5165,51.0,0.0,380.1,581.8558,1.3402,2.0,312.6
104,dc1_01,low,2,60,583.196,2.0103,585.2063,1.7398,mc9,586.9461,dur3,0.0823,587.0284,0.2469,587.2753,2.0103,589.2973,1.5165,44.0,1.0,318.6,590.8256,1.3402,3.0,415.7
105,dc1_01,low,2,61,592.1658,3.0095,595.1753,1.7398,mc9,596.9151,dur2,0.0471,596.9622,0.2468,597.209,2.0103,599.2311,1.5165,44.0,1.0,287.4,600.7593,1.3402,4.0,737.1
106,dc1_01,low,2,63,609.9995,1.011,611.0105,1.7398,sc1,612.7503,dur2,0.0471,612.7974,0.2468,613.0442,4.0088,617.0648,1.5165,44.0,1.0,550.9,618.593,1.3402,4.0,598.8
107,dc1_01,low,2,64,619.9332,1.011,620.9442,1.7399,mc3,622.6841,dur2,0.047,622.7311,0.2469,622.978,2.0102,625.0,1.5165,44.0,1.0,689.3,626.5283,1.3401,4.0,1240.0
108,dc1_01,low,2,65,627.8684,2.0103,629.8787,1.7399,sn9,631.6186,dur2,0.047,631.6656,0.2469,631.9125,4.0087,635.933,1.5165,54.0,1.0,1038.1,637.4613,1.3401,2.0,571.1
109,dc1_01,low,2,67,647.7006,2.0103,649.7109,1.7399,sn7,651.4508,dur4,0.1528,651.6036,0.2469,651.8505,2.0102,653.8725,1.5165,54.0,0.0,1381.0,655.4008,1.3401,4.0,237.7
110,dc1_01,low,2,68,656.7409,1.011,657.7519,1.7399,mn7,659.4918,dur4,0.1528,659.6446,0.2469,659.8915,2.0103,661.9135,1.5165,41.0,1.0,366.2,663.4418,1.3402,4.0,227.0
111,dc1_01,low,2,69,664.782,2.0102,666.7922,1.7399,sc3,668.5321,dur1,0.0118,668.5439,0.2468,668.7907,2.0103,670.8127,1.5166,51.0,0.0,515.8,672.341,1.3402,1.0,277.3
112,dc1_01,low,2,72,689.4811,1.011,690.4921,1.7399,mc7,692.232,dur1,0.0118,692.2438,0.2468,692.4906,4.0088,696.5112,1.5165,51.0,0.0,344.6,698.0394,1.3402,1.0,174.6
113,dc1_01,low,2,76,726.0772,3.0096,729.0868,1.7398,mc7,730.8266,dur3,0.0823,730.9089,0.2469,731.1558,2.0103,733.1778,1.5165,44.0,1.0,328.1,734.7061,1.3401,4.0,303.9
114,dc1_01,low,2,77,736.0462,3.0096,739.0558,1.7398,sn1,740.7956,dur2,0.0471,740.8427,0.2468,741.0895,2.0103,743.1115,1.5166,54.0,0.0,1376.0,744.6398,1.3402,4.0,1204.6
115,dc1_01,low,2,78,745.98,3.0095,748.9895,1.7399,mn7,750.7294,dur2,0.047,750.7764,0.2469,751.0233,2.0102,753.0453,1.5165,41.0,1.0,428.0,754.5736,1.3401,1.0,489.9
116,dc1_01,low,2,79,755.9137,3.0095,758.9232,1.7399,sc3,760.6631,dur3,0.0823,760.7454,0.2469,760.9923,2.0102,763.0143,1.5165,51.0,0.0,522.7,764.5426,1.3401,1.0,341.1
117,dc1_01,low,2,80,765.8827,3.0095,768.8922,1.7399,mn1,770.6321,dur3,0.0823,770.7144,0.2469,770.9613,2.0102,772.9833,1.5165,41.0,1.0,467.1,774.5116,2.0148,3.0,362.5
118,dc1_01,high,1,1,0.011,3.0095,3.0205,1.7399,sc7,4.7604,dur4,0.1528,4.9132,0.2469,5.1601,4.0088,9.1806,1.5165,51.0,0.0,982.7,10.7089,1.3402,2.0,1240.3
119,dc1_01,high,1,2,12.0491,3.0095,15.0586,1.7398,mn9,16.7984,dur4,0.1529,16.9513,0.2469,17.1982,2.0102,19.2202,1.5165,44.0,1.0,493.6,20.7484,1.3402,3.0,1032.3
120,dc1_01,high,1,4,30.9878,3.0095,33.9973,1.7399,mc3,35.7372,dur1,0.0118,35.749,0.2468,35.9958,2.0103,38.0179,1.5165,54.0,0.0,642.3,39.5461,1.3402,2.0,888.3
121,dc1_01,high,1,5,40.8863,2.0103,42.8966,1.7398,sc3,44.6364,dur4,0.1529,44.7893,0.2468,45.0361,4.0088,49.0566,1.5166,41.0,1.0,790.4,50.5849,1.3402,2.0,933.1
122,dc1_01,high,1,7,60.8243,3.0095,63.8338,1.7399,sn9,65.5737,dur4,0.1528,65.7265,0.2469,65.9734,2.0103,67.9954,1.5165,54.0,1.0,563.1,69.5237,1.3401,4.0,413.6
123,dc1_01,high,1,8,70.8638,1.0111,71.8749,1.7398,sn7,73.6147,dur4,0.1529,73.7676,0.2468,74.0144,4.0088,78.035,1.5165,44.0,1.0,460.7,79.5632,1.3402,4.0,449.4
