,ID,task,block,trial,fiksacja3,fiksacja3_dur,fiksacja,fiksacja_dur,stimulus_type,stimulus,duration_type,duration,maska,maska_dur,fiksacja2,fiksacja2_dur,beh_response,response_dur,button,accuracy,accuracy_RT,pas_response,pas_response_dur,PAS,PAS_RT
281,dc1_03,low,1,54,527.7109,2.0103,529.7212,1.7398,mc3,531.461,dur4,0.1529,531.6139,0.2468,531.8607,2.0103,533.8827,1.5166,44.0,1.0,571.3,535.411,1.3402,4.0,196.4
282,dc1_03,low,1,55,536.7512,1.011,537.7622,1.7399,sc7,539.5021,dur3,0.0823,539.5844,0.2468,539.8312,2.0103,541.8532,1.5166,44.0,1.0,354.1,543.3815,1.3402,3.0,188.6
283,dc1_03,low,1,56,544.7217,2.0102,546.7319,1.7399,sn7,548.4718,dur3,0.0823,548.5541,0.2469,548.801,2.0102,550.823,1.5165,54.0,0.0,280.6,552.3513,1.3401,2.0,165.9
284,dc1_03,low,1,57,553.6914,1.011,554.7024,1.7399,sn1,556.4423,dur4,0.1528,556.5951,0.2469,556.842,4.0088,560.8625,1.5166,41.0,1.0,230.1,562.3908,1.3402,4.0,178.2
285,dc1_03,low,1,58,563.731,1.011,564.742,1.7399,mc7,566.4819,dur4,0.1528,566.6347,0.2469,566.8816,2.0102,568.9036,1.5165,44.0,1.0,310.6,570.4318,1.3402,4.0,175.7
286,dc1_03,low,1,60,581.6705,3.0095,584.68,1.7399,mn9,586.4199,dur4,0.1528,586.5727,0.2469,586.8196,6.0072,592.8386,1.5165,41.0,1.0,249.8,594.3669,1.3401,3.0,184.3
287,dc1_03,low,1,61,595.707,2.0103,597.7173,1.7399,mc1,599.4572,dur4,0.1528,599.61,0.2469,599.8569,2.0102,601.8789,1.5165,44.0,1.0,359.5,603.4071,1.3402,4.0,196.5
288,dc1_03,low,1,62,604.7473,3.0095,607.7568,1.7399,sc1,609.4967,dur4,0.1528,609.6495,0.2469,609.8964,2.0103,611.9184,1.5165,44.0,1.0,302.5,613.4467,1.3402,3.0,164.1
289,dc1_03,low,1,63,614.7869,1.011,615.7979,1.7398,mn3,617.5377,dur1,0.0118,617.5495,0.2469,617.7964,2.0102,619.8184,1.5165,54.0,0.0,306.7,621.3466,1.3402,1.0,166.4
290,dc1_03,low,1,64,622.6868,3.0095,625.6963,1.7399,mc9,627.4362,dur2,0.047,627.4832,0.2469,627.7301,2.0103,629.7521,1.5165,44.0,1.0,326.0,631.2804,1.3402,2.0,195.8
291,dc1_03,low,1,65,632.6206,2.0102,634.6308,1.7399,mc1,636.3707,dur3,0.0823,636.453,0.2469,636.6999,2.0102,638.7219,1.5165,44.0,1.0,223.6,640.2501,1.3402,4.0,190.7
292,dc1_03,low,1,66,641.5903,1.011,642.6013,1.7399,mn7,644.3412,dur3,0.0823,644.4235,0.2469,644.6704,2.0102,646.6924,1.5165,54.0,0.0,444.1,648.2206,1.3402,2.0,160.9
293,dc1_03,low,1,68,657.4608,3.0095,660.4703,1.7399,sc3,662.2102,dur4,0.1528,662.363,0.2469,662.6099,2.0102,664.6319,1.5165,44.0,1.0,252.5,666.1601,1.3402,2.0,231.8
294,dc1_03,low,1,69,667.5003,1.011,668.5113,1.7399,sn3,670.2512,dur3,0.0823,670.3335,0.2469,670.5804,4.0087,674.6009,1.5165,41.0,1.0,285.3,676.1292,1.3401,4.0,192.0
295,dc1_03,low,1,71,685.3693,2.0102,687.3795,1.7399,sn3,689.1194,dur1,0.0118,689.1312,0.2469,689.3781,2.0102,691.4001,1.5165,54.0,0.0,298.8,692.9283,1.3402,1.0,234.5
296,dc1_03,low,1,74,714.0654,2.0103,716.0757,1.7399,sn9,717.8156,dur4,0.1528,717.9684,0.2469,718.2153,2.0102,720.2373,1.5165,41.0,1.0,349.8,721.7656,1.3401,4.0,182.7
297,dc1_03,low,1,75,723.1057,2.0103,725.116,1.7399,sc1,726.8559,dur3,0.0823,726.9382,0.2468,727.185,2.0103,729.207,1.5166,44.0,1.0,316.9,730.7353,1.3402,2.0,151.9
298,dc1_03,low,1,77,739.9755,3.0095,742.985,1.7398,mn1,744.7248,dur3,0.0823,744.8071,0.2469,745.054,2.0103,747.076,1.5165,54.0,0.0,265.0,748.6043,1.3402,2.0,165.2
299,dc1_03,low,1,78,749.9445,2.0102,751.9547,1.7399,mc3,753.6946,dur1,0.0117,753.7063,0.2469,753.9532,2.0103,755.9752,1.5165,51.0,0.0,372.5,757.5035,1.3402,1.0,407.3
300,dc1_03,low,1,79,758.8437,3.0095,761.8532,1.7399,mc3,763.5931,dur3,0.0822,763.6753,0.2469,763.9222,2.0103,765.9442,1.5165,44.0,1.0,259.9,767.4725,1.3402,2.0,201.1
301,dc1_03,low,1,80,768.8127,2.0102,770.8229,1.7399,mc9,772.5628,dur3,0.0823,772.6451,0.2469,772.892,2.0102,774.914,1.5165,44.0,1.0,274.0,776.4423,2.0319,4.0,175.1
302,dc1_03,low,2,1,0.0063,2.0103,2.0166,1.7398,sc1,3.7564,dur4,0.1529,3.9093,0.2468,4.1561,2.0103,6.1781,1.5166,44.0,1.0,296.9,7.7064,1.3402,2.0,254.7
303,dc1_03,low,2,3,21.9428,1.011,22.9538,1.7399,mn3,24.6937,dur2,0.047,24.7407,0.2469,24.9876,2.0102,27.0096,1.5165,54.0,0.0,351.5,28.5379,1.3401,2.0,160.1
304,dc1_03,low,2,4,29.878,3.0095,32.8875,1.7399,sn7,34.6274,dur1,0.0118,34.6392,0.2469,34.8861,2.0102,36.9081,1.5165,41.0,1.0,346.8,38.4363,1.3402,1.0,148.2
305,dc1_03,low,2,5,39.7765,3.0095,42.786,1.7399,sn7,44.5259,dur4,0.1528,44.6787,0.2469,44.9256,2.0103,46.9476,1.5165,41.0,1.0,319.6,48.4759,1.3401,2.0,165.7
306,dc1_03,low,2,7,57.716,2.0103,59.7263,1.7398,mc9,61.4661,dur4,0.1529,61.619,0.2468,61.8658,6.0073,67.8849,1.5165,44.0,1.0,243.6,69.4131,1.3402,4.0,159.0
307,dc1_03,low,2,8,70.7533,2.0103,72.7636,1.7398,mn9,74.5034,dur2,0.0471,74.5505,0.2468,74.7973,2.0103,76.8194,1.5165,41.0,1.0,292.6,78.3476,1.3402,1.0,182.4
308,dc1_03,low,2,9,79.6878,3.0095,82.6973,1.7399,sc9,84.4372,dur4,0.1528,84.59,0.2469,84.8369,2.0102,86.8589,1.5165,44.0,1.0,211.4,88.3872,1.3401,4.0,149.0
309,dc1_03,low,2,11,97.6273,2.0103,99.6376,1.7398,mn9,101.3774,dur3,0.0823,101.4597,0.2469,101.7066,2.0103,103.7286,1.5165,54.0,0.0,328.5,105.2569,1.3402,3.0,224.9
310,dc1_03,low,2,12,106.5971,2.0102,108.6073,1.7399,sn9,110.3472,dur4,0.1528,110.5,0.2469,110.7469,2.0102,112.7689,1.5165,41.0,1.0,385.6,114.2972,1.3401,4.0,176.0
311,dc1_03,low,2,13,115.6373,3.0096,118.6469,1.7398,sn3,120.3867,dur1,0.0118,120.3985,0.2469,120.6454,2.0102,122.6674,1.5165,41.0,1.0,290.2,124.1956,1.3402,1.0,194.0
312,dc1_03,low,2,14,125.5358,2.0103,127.5461,1.7398,sn1,129.2859,dur4,0.1529,129.4388,0.2468,129.6856,2.0103,131.7077,1.5165,41.0,1.0,233.3,133.2359,1.3402,4.0,162.0
313,dc1_03,low,2,15,134.5761,3.0095,137.5856,1.7399,mc3,139.3255,dur4,0.1528,139.4783,0.2469,139.7252,2.0102,141.7472,1.5165,44.0,1.0,274.4,143.2755,1.3401,4.0,109.2
314,dc1_03,low,2,16,144.6156,2.0103,146.6259,1.7399,mc9,148.3658,dur2,0.047,148.4128,0.2469,148.6597,2.0102,150.6817,1.5165,44.0,1.0,244.7,152.21,1.3401,4.0,1523.6
315,dc1_03,low,2,17,153.5501,2.0103,155.5604,1.7399,mc9,157.3003,dur1,0.0117,157.312,0.2469,157.5589,4.0087,161.5794,1.5165,51.0,0.0,275.2,163.1077,1.3401,1.0,221.4
316,dc1_03,low,2,18,164.4478,3.0096,167.4574,1.7398,mn3,169.1972,dur4,0.1529,169.3501,0.2468,169.5969,4.0088,173.6174,1.5166,41.0,1.0,314.1,175.1457,1.3402,4.0,183.9
317,dc1_03,low,2,19,176.4859,2.0102,178.4961,1.7399,sn1,180.236,dur2,0.047,180.283,0.2469,180.5299,2.0103,182.5519,1.5165,54.0,0.0,253.8,184.0802,1.3402,2.0,163.9
318,dc1_03,low,2,20,185.4204,2.0102,187.4306,1.7399,sc7,189.1705,dur1,0.0118,189.1823,0.2468,189.4291,2.0103,191.4511,1.5166,44.0,1.0,284.3,192.9794,1.3402,1.0,189.0
319,dc1_03,low,2,21,194.3196,1.011,195.3306,1.7399,mn7,197.0705,dur4,0.1528,197.2233,0.2469,197.4702,2.0102,199.4922,1.5165,41.0,1.0,364.2,201.0205,1.3401,3.0,171.4
320,dc1_03,low,2,22,202.3606,1.011,203.3716,1.7399,sc7,205.1115,dur2,0.047,205.1585,0.2469,205.4054,4.0088,209.4259,1.5165,44.0,1.0,261.2,210.9542,1.3402,2.0,211.3
321,dc1_03,low,2,23,212.2944,2.0102,214.3046,1.7399,mn3,216.0445,dur3,0.0823,216.1268,0.2469,216.3737,2.0102,218.3957,1.5165,54.0,0.0,307.5,219.9239,1.3402,2.0,174.5
322,dc1_03,low,2,24,221.2641,3.0095,224.2736,1.7399,sc9,226.0135,dur1,0.0118,226.0253,0.2468,226.2721,4.0088,230.2926,1.5166,51.0,0.0,255.7,231.8209,1.3402,1.0,160.3
323,dc1_03,low,2,26,244.0588,1.011,245.0698,1.7399,mn7,246.8097,dur3,0.0823,246.892,0.2469,247.1389,2.0102,249.1609,1.5165,54.0,0.0,307.6,250.6891,1.3402,2.0,173.0
324,dc1_03,low,2,27,252.0293,1.011,253.0403,1.7399,sc1,254.7802,dur3,0.0823,254.8625,0.2469,255.1094,6.0072,261.1284,1.5165,44.0,1.0,305.0,262.6566,1.3402,1.0,192.6
325,dc1_03,low,2,28,263.9968,3.0095,267.0063,1.7399,sc9,268.7462,dur3,0.0823,268.8285,0.2469,269.0754,2.0102,271.0974,1.5165,44.0,1.0,310.1,272.6257,1.3401,2.0,200.5
326,dc1_03,low,2,29,273.9658,1.011,274.9768,1.7399,mc3,276.7167,dur2,0.047,276.7637,0.2469,277.0106,2.0103,279.0326,1.5165,44.0,1.0,351.1,280.5609,1.3402,2.0,183.6
327,dc1_03,low,2,30,281.9011,1.011,282.9121,1.7398,sc3,284.6519,dur4,0.1529,284.8048,0.2468,285.0516,6.0073,291.0707,1.5165,44.0,1.0,273.1,292.5989,1.3402,4.0,187.4
328,dc1_03,low,2,31,293.9391,1.011,294.9501,1.7399,sn1,296.69,dur3,0.0823,296.7723,0.2468,297.0191,2.0103,299.0412,1.5165,41.0,1.0,468.7,300.5694,1.3402,3.0,196.8
329,dc1_03,low,2,32,301.9096,3.0095,304.9191,1.7399,mc7,306.659,dur2,0.047,306.706,0.2469,306.9529,2.0102,308.9749,1.5165,44.0,1.0,289.8,310.5032,1.3401,2.0,168.4
330,dc1_03,low,2,33,311.8433,1.011,312.8543,1.7399,sn7,314.5942,dur3,0.0823,314.6765,0.2469,314.9234,4.0087,318.9439,1.5165,41.0,1.0,288.4,320.4722,1.3401,3.0,176.9
331,dc1_03,low,2,34,321.8123,2.0103,323.8226,1.7399,sc1,325.5625,dur2,0.047,325.6095,0.2469,325.8564,2.0102,327.8784,1.5165,44.0,1.0,275.7,329.4067,1.3401,2.0,170.7
332,dc1_03,low,2,36,339.646,3.0096,342.6556,1.7398,mc7,344.3954,dur1,0.0118,344.4072,0.2469,344.6541,2.0102,346.6761,1.5165,44.0,1.0,216.8,348.2043,1.3402,2.0,337.3
333,dc1_03,low,2,37,349.5445,3.0095,352.554,1.7399,mc1,354.2939,dur1,0.0117,354.3056,0.2469,354.5525,4.0088,358.573,1.5166,44.0,1.0,240.0,360.1013,1.3402,1.0,146.4
334,dc1_03,low,2,38,361.4415,3.0095,364.451,1.7399,mn1,366.1909,dur1,0.0117,366.2026,0.2469,366.4495,2.0103,368.4715,1.5165,54.0,0.0,293.2,369.9998,1.3402,2.0,208.1
335,dc1_03,low,2,39,371.34,3.0095,374.3495,1.7398,sc7,376.0893,dur3,0.0823,376.1716,0.2469,376.4185,2.0103,378.4405,1.5165,44.0,1.0,224.8,379.9688,1.3402,2.0,180.4
336,dc1_03,low,2,41,394.2052,2.0102,396.2154,1.7399,sc1,397.9553,dur1,0.0118,397.9671,0.2468,398.2139,2.0103,400.236,1.5165,44.0,1.0,230.4,401.7642,1.3402,2.0,176.8
337,dc1_03,low,2,42,403.1044,3.0095,406.1139,1.7399,mc3,407.8538,dur3,0.0823,407.9361,0.2469,408.183,2.0102,410.205,1.5165,44.0,1.0,282.6,411.7332,1.3402,4.0,217.1
338,dc1_03,low,2,43,413.0734,2.0103,415.0837,1.7398,mc3,416.8235,dur1,0.0118,416.8353,0.2469,417.0822,2.0102,419.1042,1.5165,51.0,0.0,292.3,420.6324,1.3402,1.0,166.6
339,dc1_03,low,2,45,430.8718,1.011,431.8828,1.7399,sc7,433.6227,dur4,0.1528,433.7755,0.2469,434.0224,4.0088,438.0429,1.5165,44.0,1.0,255.8,439.5712,1.3402,4.0,177.7
340,dc1_03,low,2,47,448.8113,1.011,449.8223,1.7399,mc9,451.5622,dur3,0.0823,451.6445,0.2469,451.8914,2.0102,453.9134,1.5165,44.0,1.0,287.7,455.4417,1.3401,4.0,157.7
341,dc1_03,low,2,48,456.7818,2.0103,458.7921,1.7399,mn9,460.532,dur1,0.0117,460.5437,0.2469,460.7906,2.0103,462.8126,1.5165,41.0,1.0,254.3,464.3409,1.3402,1.0,180.4
342,dc1_03,low,2,49,465.6811,1.011,466.6921,1.7398,sn3,468.4319,dur2,0.0471,468.479,0.2468,468.7258,2.0103,470.7479,1.5165,54.0,0.0,240.7,472.2761,1.3402,2.0,73.9
343,dc1_03,low,2,50,473.6163,3.0095,476.6258,1.7399,mn9,478.3657,dur4,0.1528,478.5185,0.2469,478.7654,2.0102,480.7874,1.5165,41.0,1.0,353.0,482.3157,1.3401,3.0,189.6
344,dc1_03,low,2,51,483.6558,3.0095,486.6653,1.7399,sn9,488.4052,dur3,0.0823,488.4875,0.2469,488.7344,2.0102,490.7564,1.5165,41.0,1.0,299.3,492.2847,1.3401,3.0,187.8
345,dc1_03,low,2,52,493.6248,2.0103,495.6351,1.7399,sn3,497.375,dur4,0.1528,497.5278,0.2469,497.7747,6.0072,503.7937,1.5165,41.0,1.0,331.6,505.322,1.3401,4.0,158.0
346,dc1_03,low,2,54,518.5591,2.0103,520.5694,1.7398,mn3,522.3092,dur1,0.0118,522.321,0.2469,522.5679,6.0072,528.5869,1.5165,41.0,1.0,312.6,530.1152,1.3401,1.0,236.0
347,dc1_03,low,2,55,531.4553,3.0095,534.4648,1.7399,mn1,536.2047,dur4,0.1528,536.3575,0.2469,536.6044,2.0103,538.6264,1.5165,54.0,0.0,296.9,540.1547,1.3402,2.0,174.7
348,dc1_03,low,2,56,541.4949,2.0102,543.5051,1.7399,sc3,545.245,dur3,0.0823,545.3273,0.2469,545.5742,6.0072,551.5932,1.5165,44.0,1.0,336.0,553.1215,1.3401,2.0,194.7
349,dc1_03,low,2,57,554.4616,2.0103,556.4719,1.7399,sn9,558.2118,dur1,0.0117,558.2235,0.2469,558.4704,2.0102,560.4924,1.5165,41.0,1.0,248.8,562.0207,1.3401,1.0,178.0
350,dc1_03,low,2,59,571.2608,1.011,572.2718,1.7399,mn7,574.0117,dur2,0.047,574.0587,0.2469,574.3056,6.0073,580.3246,1.5165,54.0,0.0,263.4,581.8529,1.3401,1.0,247.7
351,dc1_03,low,2,60,583.193,2.0103,585.2033,1.7399,sn3,586.9432,dur3,0.0823,587.0255,0.2468,587.2723,2.0103,589.2944,1.5165,54.0,0.0,277.2,590.8226,1.3402,3.0,235.0
352,dc1_03,low,2,61,592.1628,3.0095,595.1723,1.7399,sc3,596.9122,dur2,0.047,596.9592,0.2469,597.2061,2.0102,599.2281,1.5165,44.0,1.0,257.4,600.7564,1.3401,2.0,170.5
353,dc1_03,low,2,63,609.9965,1.011,611.0075,1.7399,mn1,612.7474,dur2,0.047,612.7944,0.2469,613.0413,4.0087,617.0618,1.5165,41.0,1.0,296.1,618.5901,1.3401,1.0,165.3
354,dc1_03,low,2,64,619.9302,1.011,620.9412,1.7399,mc1,622.6811,dur2,0.047,622.7281,0.2469,622.975,2.0103,624.997,1.5165,44.0,1.0,252.9,626.5253,1.3402,1.0,175.8
355,dc1_03,low,2,65,627.8655,2.0102,629.8757,1.7399,sc9,631.6156,dur2,0.047,631.6626,0.2469,631.9095,4.0088,635.93,1.5165,51.0,0.0,268.6,637.4583,1.3402,1.0,151.6
356,dc1_03,low,2,67,647.6977,2.0102,649.7079,1.7399,mc7,651.4478,dur4,0.1528,651.6006,0.2469,651.8475,2.0103,653.8695,1.5165,44.0,1.0,232.5,655.3978,1.3402,4.0,182.5
357,dc1_03,low,2,68,656.738,1.011,657.749,1.7398,mc1,659.4888,dur4,0.1529,659.6417,0.2469,659.8886,2.0102,661.9106,1.5165,44.0,1.0,232.7,663.4388,1.3402,4.0,151.3
358,dc1_03,low,2,69,664.779,2.0103,666.7893,1.7398,sn1,668.5291,dur1,0.0118,668.5409,0.2469,668.7878,2.0102,670.8098,1.5165,41.0,1.0,258.3,672.338,1.3402,1.0,171.3
359,dc1_03,low,2,72,689.4781,1.0111,690.4892,1.7398,sc3,692.229,dur1,0.0118,692.2408,0.2469,692.4877,4.0087,696.5082,1.5165,51.0,0.0,238.3,698.0365,1.3401,1.0,173.7
360,dc1_03,low,2,76,726.0743,3.0095,729.0838,1.7399,mc7,730.8237,dur3,0.0823,730.906,0.2468,731.1528,2.0103,733.1748,1.5165,44.0,1.0,223.7,734.7031,1.3402,3.0,202.7
361,dc1_03,low,2,77,736.0433,3.0095,739.0528,1.7399,sn7,740.7927,dur2,0.047,740.8397,0.2469,741.0866,2.0102,743.1086,1.5165,54.0,0.0,214.8,744.6368,1.3402,2.0,165.5
362,dc1_03,low,2,78,745.977,3.0095,748.9865,1.7399,sn9,750.7264,dur2,0.047,750.7734,0.2469,751.0203,2.0103,753.0423,1.5165,54.0,0.0,226.5,754.5706,1.3401,2.0,176.6
363,dc1_03,low,2,79,755.9107,3.0096,758.9203,1.7398,mc1,760.6601,dur3,0.0823,760.7424,0.2469,760.9893,2.0103,763.0113,1.5165,44.0,1.0,245.6,764.5396,1.3402,3.0,171.5
364,dc1_03,low,2,80,765.8798,3.0095,768.8893,1.7398,mn1,770.6291,dur3,0.0823,770.7114,0.2469,770.9583,2.0103,772.9803,1.5165,41.0,1.0,282.2,774.5086,2.0167,1.0,189.7
365,dc1_03,high,1,1,0.0057,3.0095,3.0152,1.7399,mn1,4.7551,dur4,0.1528,4.9079,0.2469,5.1548,4.0087,9.1753,1.5165,54.0,0.0,306.6,10.7036,1.3401,2.0,526.0
366,dc1_03,high,1,2,12.0437,3.0095,15.0532,1.7399,mc3,16.7931,dur4,0.1528,16.9459,0.2469,17.1928,2.0103,19.2148,1.5165,41.0,1.0,314.2,20.7431,1.3402,4.0,236.6
367,dc1_03,high,1,4,30.9825,3.0095,33.992,1.7399,mn3,35.7319,dur1,0.0117,35.7436,0.2469,35.9905,2.0103,38.0125,1.5165,41.0,1.0,475.1,39.5408,1.3402,1.0,275.4
368,dc1_03,high,1,5,40.881,2.0102,42.8912,1.7399,sn1,44.6311,dur4,0.1528,44.7839,0.2469,45.0308,4.0088,49.0513,1.5165,41.0,1.0,251.0,50.5796,1.3401,4.0,537.2
369,dc1_03,high,1,7,60.819,3.0095,63.8285,1.7399,sn3,65.5684,dur4,0.1528,65.7212,0.2469,65.9681,2.0102,67.9901,1.5165,41.0,1.0,325.9,69.5183,1.3402,4.0,252.8
370,dc1_03,high,1,8,70.8585,1.011,71.8695,1.7399,mc7,73.6094,dur4,0.1528,73.7622,0.2469,74.0091,4.0087,78.0296,1.5165,44.0,1.0,317.7,79.5579,1.3401,4.0,187.3
371,dc1_03,high,1,9,80.898,2.0103,82.9083,1.7399,mn9,84.6482,dur2,0.047,84.6952,0.2469,84.9421,2.0102,86.9641,1.5165,51.0,0.0,227.5,88.4924,1.3401,1.0,180.0
372,dc1_03,high,1,10,89.8325,2.0103,91.8428,1.7399,mc1,93.5827,dur2,0.047,93.6297,0.2469,93.8766,2.0102,95.8986,1.5165,54.0,0.0,287.5,97.4268,1.3402,2.0,260.7
373,dc1_03,high,1,11,98.767,3.0095,101.7765,1.7399,mc7,103.5164,dur1,0.0118,103.5282,0.2468,103.775,2.0103,105.7971,1.5165,51.0,0.0,209.4,107.3253,1.3402,1.0,69.8
374,dc1_03,high,1,12,108.6655,1.011,109.6765,1.7399,sc3,111.4164,dur2,0.047,111.4634,0.2469,111.7103,2.0102,113.7323,1.5165,54.0,0.0,230.6,115.2605,1.3402,2.0,148.8
375,dc1_03,high,1,13,116.6007,3.0095,119.6102,1.7399,sc3,121.3501,dur1,0.0118,121.3619,0.2468,121.6087,2.0103,123.6308,1.5165,41.0,1.0,203.8,125.159,1.3402,1.0,398.9
376,dc1_03,high,1,14,126.4992,2.0103,128.5095,1.7398,mc1,130.2493,dur4,0.1529,130.4022,0.2468,130.649,2.0103,132.671,1.5166,41.0,1.0,221.9,134.1993,1.3402,4.0,193.3
377,dc1_03,high,1,15,135.5395,3.0095,138.549,1.7399,sn9,140.2889,dur3,0.0822,140.3711,0.2469,140.618,2.0103,142.64,1.5166,44.0,1.0,197.6,144.1683,1.3402,3.0,247.5
378,dc1_03,high,1,16,145.5085,1.011,146.5195,1.7399,mn7,148.2594,dur2,0.047,148.3064,0.2469,148.5533,2.0102,150.5753,1.5165,44.0,1.0,270.5,152.1035,1.3402,1.0,219.2
379,dc1_03,high,1,17,153.4437,1.011,154.4547,1.7399,mn3,156.1946,dur3,0.0823,156.2769,0.2469,156.5238,2.0102,158.5458,1.5165,54.0,0.0,261.1,160.074,1.3402,1.0,259.2
380,dc1_03,high,1,18,161.4142,2.0103,163.4245,1.7399,mn7,165.1644,dur3,0.0822,165.2466,0.2469,165.4935,2.0103,167.5155,1.5165,44.0,1.0,231.8,169.0438,1.3402,3.0,214.8
381,dc1_03,high,1,20,180.2824,1.0111,181.2935,1.7398,sc9,183.0333,dur1,0.0118,183.0451,0.2469,183.292,2.0102,185.314,1.5165,51.0,0.0,344.6,186.8422,1.3402,1.0,484.2
382,dc1_03,high,1,21,188.1824,2.0103,190.1927,1.7398,sc9,191.9325,dur3,0.0823,192.0148,0.2469,192.2617,2.0103,194.2837,1.5165,44.0,1.0,190.4,195.812,1.3402,2.0,462.8
383,dc1_03,high,1,22,197.1522,1.011,198.1632,1.7398,sc3,199.903,dur4,0.1529,200.0559,0.2468,200.3027,2.0103,202.3248,1.5165,41.0,1.0,209.1,203.853,1.3402,3.0,203.8
384,dc1_03,high,1,23,205.1932,2.0103,207.2035,1.7398,sc1,208.9433,dur1,0.0118,208.9551,0.2469,209.202,2.0102,211.224,1.5165,54.0,0.0,206.7,212.7522,1.3402,1.0,420.6
385,dc1_03,high,1,24,214.0924,2.0103,216.1027,1.7398,mn9,217.8425,dur3,0.0823,217.9248,0.2469,218.1717,2.0103,220.1937,1.5165,51.0,0.0,237.7,221.722,1.3402,2.0,248.6
386,dc1_03,high,1,25,223.0622,1.011,224.0732,1.7399,sc9,225.8131,dur2,0.047,225.8601,0.2468,226.1069,4.0088,230.1275,1.5165,44.0,1.0,332.5,231.6557,1.3402,1.0,273.2
387,dc1_03,high,1,28,254.7913,2.0103,256.8016,1.7399,sc9,258.5415,dur4,0.1528,258.6943,0.2469,258.9412,2.0102,260.9632,1.5165,44.0,1.0,254.2,262.4915,1.3401,4.0,357.7
388,dc1_03,high,1,29,263.8316,3.0095,266.8411,1.7399,mn1,268.581,dur3,0.0823,268.6633,0.2469,268.9102,4.0088,272.9307,1.5165,54.0,0.0,256.7,274.459,1.3401,2.0,246.7
389,dc1_03,high,1,30,275.7991,2.0103,277.8094,1.7399,mn7,279.5493,dur4,0.1528,279.7021,0.2469,279.949,2.0102,281.971,1.5165,44.0,1.0,270.0,283.4993,1.3401,4.0,236.0
390,dc1_03,high,1,31,284.8394,1.011,285.8504,1.7399,sn9,287.5903,dur2,0.047,287.6373,0.2469,287.8842,2.0103,289.9062,1.5165,44.0,1.0,237.1,291.4345,1.3402,3.0,274.1
391,dc1_03,high,1,35,329.4648,3.0095,332.4743,1.7399,sn3,334.2142,dur2,0.047,334.2612,0.2469,334.5081,2.0103,336.5301,1.5166,41.0,1.0,294.2,338.0584,1.3402,2.0,383.5
392,dc1_03,high,1,36,339.3986,2.0102,341.4088,1.7399,sc7,343.1487,dur1,0.0118,343.1605,0.2468,343.4073,2.0103,345.4294,1.5165,44.0,1.0,285.2,346.9576,1.3402,1.0,60.8
393,dc1_03,high,1,37,348.2978,3.0095,351.3073,1.7399,mc9,353.0472,dur4,0.1528,353.2,0.2469,353.4469,2.0102,355.4689,1.5165,44.0,1.0,225.1,356.9972,1.3401,4.0,294.5
394,dc1_03,high,1,38,358.3373,2.0103,360.3476,1.7399,mc7,362.0875,dur3,0.0823,362.1698,0.2468,362.4166,6.0073,368.4357,1.5165,44.0,1.0,253.7,369.9639,1.3402,4.0,211.9
395,dc1_03,high,1,39,371.3041,2.0103,373.3144,1.7398,sc1,375.0542,dur3,0.0823,375.1365,0.2469,375.3834,2.0103,377.4054,1.5165,54.0,0.0,375.1,378.9337,1.3401,2.0,226.1
396,dc1_03,high,1,40,380.2738,3.0096,383.2834,1.7398,sc3,385.0232,dur3,0.0823,385.1055,0.2469,385.3524,4.0088,389.3729,1.5165,41.0,1.0,220.9,390.9012,1.3402,3.0,244.7
397,dc1_03,high,1,41,392.2414,1.011,393.2524,1.7398,sn1,394.9922,dur3,0.0823,395.0745,0.2469,395.3214,2.0103,397.3434,1.5165,41.0,1.0,215.3,398.8717,1.3402,2.0,225.9
398,dc1_03,high,1,44,425.0051,1.011,426.0161,1.7398,mc7,427.7559,dur2,0.0471,427.803,0.2468,428.0498,2.0103,430.0719,1.5165,51.0,0.0,229.1,431.6001,1.3402,1.0,164.7
399,dc1_03,high,1,45,432.9403,1.011,433.9513,1.7399,sn9,435.6912,dur4,0.1528,435.844,0.2469,436.0909,2.0102,438.1129,1.5165,44.0,1.0,222.2,439.6412,1.3401,4.0,219.5
400,dc1_03,high,1,46,440.9813,3.0095,443.9908,1.7399,mc3,445.7307,dur2,0.047,445.7777,0.2469,446.0246,2.0103,448.0466,1.5165,41.0,1.0,185.4,449.5749,1.3402,1.0,159.4
401,dc1_03,high,1,47,450.9151,1.011,451.9261,1.7398,sc7,453.6659,dur4,0.1529,453.8188,0.2468,454.0656,6.0073,460.0847,1.5165,44.0,1.0,321.7,461.6129,1.3402,3.0,228.2
402,dc1_03,high,1,48,462.9531,2.0103,464.9634,1.7398,sn9,466.7032,dur1,0.0118,466.715,0.2469,466.9619,2.0102,468.9839,1.5165,51.0,0.0,488.0,470.5122,1.3401,1.0,372.0
403,dc1_03,high,1,49,471.8523,1.011,472.8633,1.7399,sc7,474.6032,dur3,0.0823,474.6855,0.2469,474.9324,2.0102,476.9544,1.5165,44.0,1.0,297.9,478.4827,1.3401,1.0,197.4
404,dc1_03,high,1,51,489.7213,1.011,490.7323,1.7399,sn3,492.4722,dur3,0.0823,492.5545,0.2468,492.8013,4.0088,496.8219,1.5165,41.0,1.0,301.0,498.3501,1.3402,3.0,275.0
405,dc1_03,high,1,52,499.6903,2.0103,501.7006,1.7398,sc1,503.4404,dur4,0.1529,503.5933,0.2468,503.8401,2.0103,505.8621,1.5166,41.0,1.0,366.0,507.3904,1.3402,2.0,232.1
